id,Sentence,Sentiment,SentimentNumerical
359,the cooperation will double the switch s converter capacity,positive,1
2231,metso foundries jyvaskyla oy will discontinue production on this line by 30 september 2008 the company said,neutral,2
1290,according to ceo matti perkonoja of the parent company hkscan the company s performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009,negative,0
2387,when this information was released on 5 september 2008 nokia s american depositary shares fell by 8,negative,0
2565,operating loss totalled eur 40 mn compared to a profit of eur 86 mn in the second quarter of 2008,negative,0
1251,spy long 12 position 13789,positive,1
1512,konecranes has previously communicated an estimated reduction of about 1600 employees on group level in 2009,negative,0
897,ebay ebay bay working on a couple daily dojis should continue to the downside httpstcolgu0ybxeze,negative,0
932,the company has established a 3g base station at about 17000 feet at the foot of mount everest that will enable mountain climbers at the 29035foot summit to surf the internet and even send videos of their exploits,positive,1
755,intuitive surgical isrg is in a great financial position take a look httpstcovahhjacbfg httpstco24hqtqx4ou,positive,1
1538,lifetree was founded in 2000 and its revenues have risen on an average by 40 with margins in late 30s,positive,1
362,finnish software and hardware developer elektrobit oyj hel ebg1v or eb said today it will temporarily lay off up to 200 people for a maximum of 90 day in finland aiming to achieve cost savings of eur 17 million usd 2m in the second half of 2010,neutral,2
157,skf 6 april 2010 alandsbanken has given a buy recommendation on swedish industrial company skf ab sto skf b with a share price target of sek150,positive,1
1271,the value of the orders is over eur 10mn,neutral,2
848,according to the finnishrussian chamber of commerce all the major construction companies of finland are operating in russia,neutral,2
2491,as a result some 20 persons will no longer be needed,negative,0
866,neste oil is working with over 20 research communities in europe america africa asia and australia to develop and introduce new raw materials,positive,1
2092,7 march 2011 finnish it company digia oyj hel dig1v announced today an agreement with mobilephone major nokia oyj hel nok1v to acquire the commercial licensing and service business related to nokia s qt technology,positive,1
2368,zsl looking very weak could be a good short setup,negative,0
2527,glaston s net profit for the third quarter of 2007 dropped to 24 mln euro 35 mln from 35 mln euro 51 mln for the corresponding period of 2006,negative,0
2443,juniper tumbles on q1 warning cisco also lower httpstcon8x8bplj1e jnpr csco,negative,0
783,dnkn kkd dpz loco inside week buy triggers httpstkscoh0vv8 httpstkscor0ebn,positive,1
285,the platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen and means are provided to exert and maintain a pressure in the volume defined by the platen the band and the seal,neutral,2
398,adp news oct 29 2008 finnish lifting equipment maker konecranes oyj omx kcr1v said today that its net profit rose to eur 1166 million usd 1491 m in the first nine months of 2008 from eur 736 million for the s,positive,1
833,amzn going thru the roof needs a sell,positive,1
414,the fair value of the company s investment properties grew to eur 2803 billion at the end of march 2009 from eur 2691 million a year ago,positive,1
2060,the company does not disclose the sum it applied for,neutral,2
2084,bbcn bancorp to buy wilshire bancorp in 1 bln deal,positive,1
2059,return on investment roi was 41 compared to 438 in the first half of 2008,neutral,2
1849,the diameter protocol is developed according to the standards ietf rfc 3588 and ietf rfc 3539,neutral,2
1845,irish said chasing standard chartered rbs as brexit vote nears,positive,1
803,sales at the tiimari business went down by 8 to eur 118 million while gallerix stores saw 29 growth to eur 2 million,negative,0
1367,operating profit excluding nonrecurring items decreased to eur 62 mn from eur 168 mn in 2007 representing 23 of net sales,negative,0
744,finnish insurance company fennia and kesko group are ending their loyal customer cooperation,neutral,2
513,operating profit fell to eur 2326 mn from eur 3286 mn,negative,0
2445,profit before taxes decreased by 9 to eur 1878 mn in the first nine months of 2008 compared to eur 2071 mn a year earlier,neutral,2
514,glencore blames rivals for creating metals glut,negative,0
1708,the tower s engineers have created an 18 degree westward lean four times the inclination on the leaning tower of pisa using diagrid structures that are aligned geometrically using tekla structures bim building information modeling software,neutral,2
1064,the company confirmed its estimate for lower revenue for the whole 2009 than the yearago eur 939 million usd 1373 m as given in the interim report on august 5,neutral,2
4,tsla bad day to short,positive,1
763,lnt increases annual dividend target to 180share from 170share,positive,1
426,reed elsevier share price slides on underwhelming fullyear results,negative,0
969,equity indexes working on a positive engulfing for march sml rut iwc smh sox smallcaps semis with a fakeout before the bout,positive,1
1401,elcoteq se is listed on the nasdaq omx helsinki ltd,neutral,2
898,i am not optimistic about amzn both fundementals and charts look like poopoo this quarter,negative,0
1958,in return the new yorkbased private equity firm will receive a 51 stake in the latvian it and telecom group,neutral,2
444,the shares represented 4998 of total share capital and 214 of total voting rights,neutral,2
882,ramirent finland is the domestic unit of machinery rental company ramirent oyj hel rmr1v,neutral,2
569,london marketwatch share prices ended lower in london monday as a rebound in bank stocks failed to offset broader weakness for the ftse 100,neutral,2
297,in 2009 comptel slipped to a net loss of eur2 1 m from a profit of eur6 6 m in the previous year,negative,0
1977,talvivaara also maintains its assumption of turning cash flow positive before the year end,positive,1
875,the insolvency act regulates the amount of debt that borrowers are permitted to write off,neutral,2
2501,kraft cadburys and britvic in total recall how pulling a product affects profit,negative,0
